Launching kernel...
stop time: 4806
elapsed time: 129

Block index: 6
kernel id: 39
SM id: 4
start time: 4677
stop time: 4807
elapsed time: 130

Block index: 7
kernel id: 39
SM id: 5
start time: 4677
stop time: 4815
elapsed time: 138

Block index: 8
kernel id: 39
SM id: 6
start time: 4677
stop time: 4809
elapsed time: 132

Block index: 9
kernel id: 39
SM id: 7
start time: 4677
stop time: 4813
elapsed time: 136

Block index: 10
kernel id: 39
SM id: 8
start time: 4677
stop time: 4809
elapsed time: 132

Block index: 11
kernel id: 39
SM id: 9
start time: 4677
stop time: 4803
elapsed time: 126

Block index: 12
kernel id: 39
SM id: 10
start time: 4677
stop time: 4805
elapsed time: 128

Block index: 13
kernel id: 39
SM id: 11
start time: 4677
stop time: 4808
elapsed time: 131

Block index: 14
kernel id: 39
SM id: 12
start time: 4677
stop time: 4805
elapsed time: 128

=========================================
Block index: 0
kernel id: 40
SM id: 9
start time: 4677
stop time: 4810
elapsed time: 133

Block index: 1
kernel id: 40
SM id: 9
start time: 4677
stop time: 4801
elapsed time: 124

Block index: 2
kernel id: 40
SM id: 12
start time: 4677
stop time: 4810
elapsed time: 133

Block index: 3
kernel id: 40
SM id: 1
start time: 4677
stop time: 4808
elapsed time: 131

Block index: 4
kernel id: 40
SM id: 3
start time: 4677
stop time: 4809
elapsed time: 132

Block index: 5
kernel id: 40
SM id: 6
start time: 4677
stop time: 4815
elapsed time: 138

Block index: 6
kernel id: 40
SM id: 7
start time: 4677
stop time: 4807
elapsed time: 130

Block index: 7
kernel id: 40
SM id: 9
start time: 4677
stop time: 4816
elapsed time: 139

Block index: 8
kernel id: 40
SM id: 10
start time: 4677
stop time: 4807
elapsed time: 130

Block index: 9
kernel id: 40
SM id: 11
start time: 4677
stop time: 4799
elapsed time: 122

Block index: 10
kernel id: 40
SM id: 12
start time: 4677
stop time: 4804
elapsed time: 127

Block index: 11
kernel id: 40
SM id: 14
start time: 4677
stop time: 4808
elapsed time: 131

Block index: 12
kernel id: 40
SM id: 0
start time: 4677
stop time: 4807
elapsed time: 130

Block index: 13
kernel id: 40
SM id: 1
start time: 4677
stop time: 4804
elapsed time: 127

Block index: 14
kernel id: 40
SM id: 2
start time: 4677
stop time: 4805
elapsed time: 128

=========================================
Block index: 0
kernel id: 41
SM id: 5
start time: 4677
stop time: 4808
elapsed time: 131

Block index: 1
kernel id: 41
SM id: 9
start time: 4677
stop time: 4807
elapsed time: 130

Block index: 2
kernel id: 41
SM id: 5
start time: 4677
stop time: 4807
elapsed time: 130

Block index: 3
kernel id: 41
SM id: 8
start time: 4677
stop time: 4815
elapsed time: 138

Block index: 4
kernel id: 41
SM id: 9
start time: 4677
stop time: 4808
elapsed time: 131

Block index: 5
kernel id: 41
SM id: 12
start time: 4677
stop time: 4811
elapsed time: 134

Block index: 6
kernel id: 41
SM id: 3
start time: 4677
stop time: 4808
elapsed time: 131

Block index: 7
kernel id: 41
SM id: 5
start time: 4677
stop time: 4809
elapsed time: 132

Block index: 8
kernel id: 41
SM id: 6
start time: 4677
stop time: 4811
elapsed time: 134

Block index: 9
kernel id: 41
SM id: 7
start time: 4677
stop time: 4807
elapsed time: 130

Block index: 10
kernel id: 41
SM id: 8
start time: 4677
stop time: 4800
elapsed time: 123

Block index: 11
kernel id: 41
SM id: 9
start time: 4677
stop time: 4805
elapsed time: 128

Block index: 12
kernel id: 41
SM id: 10
start time: 4677
stop time: 4805
elapsed time: 128

Block index: 13
kernel id: 41
SM id: 11
start time: 4677
stop time: 4804
elapsed time: 127

Block index: 14
kernel id: 41
SM id: 12
start time: 4677
stop time: 4802
elapsed time: 125

=========================================
Block index: 0
kernel id: 42
SM id: 12
start time: 4677
stop time: 4811
elapsed time: 134

Block index: 1
kernel id: 42
SM id: 4
start time: 4677
stop time: 4799
elapsed time: 122

Block index: 2
kernel id: 42
SM id: 6
start time: 4677
stop time: 4802
elapsed time: 125

Block index: 3
kernel id: 42
SM id: 9
start time: 4677
stop time: 4800
elapsed time: 123

Block index: 4
kernel id: 42
SM id: 11
start time: 4677
stop time: 4809
elapsed time: 132

Block index: 5
kernel id: 42
SM id: 12
start time: 4677
stop time: 4803
elapsed time: 126

Block index: 6
kernel id: 42
SM id: 13
start time: 4677
stop time: 4800
elapsed time: 123

Block index: 7
kernel id: 42
SM id: 14
start time: 4677
stop time: 4808
elapsed time: 131

Block index: 8
kernel id: 42
SM id: 0
start time: 4677
stop time: 4815
elapsed time: 138

Block index: 9
kernel id: 42
SM id: 8
start time: 4677
stop time: 4804
elapsed time: 127

Block index: 10
kernel id: 42
SM id: 3
start time: 4677
stop time: 4805
elapsed time: 128

Block index: 11
kernel id: 42
SM id: 6
start time: 4677
stop time: 4802
elapsed time: 125

Block index: 12
kernel id: 42
SM id: 0
start time: 4677
stop time: 4801
elapsed time: 124

Block index: 13
kernel id: 42
SM id: 0
start time: 4677
stop time: 4809
elapsed time: 132

Block index: 14
kernel id: 42
SM id: 0
start time: 4677
stop time: 4808
elapsed time: 131

=========================================
Block index: 0
kernel id: 43
SM id: 6
start time: 4678
stop time: 4808
elapsed time: 130

Block index: 1
kernel id: 43
SM id: 3
start time: 4678
stop time: 4809
elapsed time: 131

Block index: 2
kernel id: 43
SM id: 6
start time: 4678
stop time: 4807
elapsed time: 129

Block index: 3
kernel id: 43
SM id: 3
start time: 4678
stop time: 4810
elapsed time: 132

Block index: 4
kernel id: 43
SM id: 0
start time: 4678
stop time: 4808
elapsed time: 130

Block index: 5
kernel id: 43
SM id: 3
start time: 4678
stop time: 4805
elapsed time: 127

Block index: 6
kernel id: 43
SM id: 9
start time: 4678
stop time: 4802
elapsed time: 124

Block index: 7
kernel id: 43
SM id: 6
start time: 4678
stop time: 4813
elapsed time: 135

Block index: 8
kernel id: 43
SM id: 6
start time: 4678
stop time: 4802
elapsed time: 124

Block index: 9
kernel id: 43
SM id: 9
start time: 4678
stop time: 4808
elapsed time: 130

Block index: 10
kernel id: 43
SM id: 6
start time: 4678
stop time: 4814
elapsed time: 136

Block index: 11
kernel id: 43
SM id: 3
start time: 4678
stop time: 4809
elapsed time: 131

Block index: 12
kernel id: 43
SM id: 9
start time: 4678
stop time: 4807
elapsed time: 129

Block index: 13
kernel id: 43
SM id: 0
start time: 4678
stop time: 4808
elapsed time: 130

Block index: 14
kernel id: 43
SM id: 12
start time: 4678
stop time: 4808
elapsed time: 130

=========================================
Block index: 0
kernel id: 44
SM id: 12
start time: 4800
stop time: 4902
elapsed time: 102

Block index: 1
kernel id: 44
SM id: 9
start time: 4800
stop time: 4885
elapsed time: 85

Block index: 2
kernel id: 44
SM id: 7
start time: 4801
stop time: 4885
elapsed time: 84

Block index: 3
kernel id: 44
SM id: 7
start time: 4801
stop time: 4884
elapsed time: 83

Block index: 4
kernel id: 44
SM id: 8
start time: 4801
stop time: 4886
elapsed time: 85

Block index: 5
kernel id: 44
SM id: 0
start time: 4801
stop time: 4905
elapsed time: 104

Block index: 6
kernel id: 44
SM id: 1
start time: 4801
stop time: 4904
elapsed time: 103

Block index: 7
kernel id: 44
SM id: 10
start time: 4801
stop time: 4897
elapsed time: 96

Block index: 8
kernel id: 44
SM id: 0
start time: 4801
stop time: 4901
elapsed time: 100

Block index: 9
kernel id: 44
SM id: 10
start time: 4801
stop time: 4885
elapsed time: 84

Block index: 10
kernel id: 44
SM id: 9
start time: 4801
stop time: 4883
elapsed time: 82

Block index: 11
kernel id: 44
SM id: 6
start time: 4802
stop time: 4869
elapsed time: 67

Block index: 12
kernel id: 44
SM id: 10
start time: 4802
stop time: 4885
elapsed time: 83

Block index: 13
kernel id: 44
SM id: 6
start time: 4802
stop time: 4869
elapsed time: 67

Block index: 14
kernel id: 44
SM id: 14
start time: 4802
stop time: 4903
elapsed time: 101

=========================================
Block index: 0
kernel id: 45
SM id: 2
start time: 4802
stop time: 4907
elapsed time: 105

Block index: 1
kernel id: 45
SM id: 6
start time: 4802
stop time: 4869
elapsed time: 67

Block index: 2
kernel id: 45
SM id: 7
start time: 4802
stop time: 4885
elapsed time: 83

Block index: 3
kernel id: 45
SM id: 13
start time: 4803
stop time: 4887
elapsed time: 84

Block index: 4
kernel id: 45
SM id: 9
start time: 4803
stop time: 4887
elapsed time: 84

Block index: 5
kernel id: 45
SM id: 3
start time: 4803
stop time: 4905
elapsed time: 102

Block index: 6
kernel id: 45
SM id: 8
start time: 4803
stop time: 4887
elapsed time: 84

Block index: 7
kernel id: 45
SM id: 3
start time: 4803
stop time: 4895
elapsed time: 92

Block index: 8
kernel id: 45
SM id: 5
start time: 4803
stop time: 4885
elapsed time: 82

Block index: 9
kernel id: 45
SM id: 12
start time: 4803
stop time: 4886
elapsed time: 83

Block index: 10
kernel id: 45
SM id: 13
start time: 4803
stop time: 4888
elapsed time: 85

Block index: 11
kernel id: 45
SM id: 5
start time: 4803
stop time: 4898
elapsed time: 95

Block index: 12
kernel id: 45
SM id: 8
start time: 4803
stop time: 4884
elapsed time: 81

Block index: 13
kernel id: 45
SM id: 11
start time: 4803
stop time: 4881
elapsed time: 78

Block index: 14
kernel id: 45
SM id: 13
start time: 4803
stop time: 4888
elapsed time: 85

=========================================
Block index: 0
kernel id: 46
SM id: 10
start time: 4677
stop time: 4812
elapsed time: 135

Block index: 1
kernel id: 46
SM id: 10
start time: 4677
stop time: 4801
elapsed time: 124

Block index: 2
kernel id: 46
SM id: 6
start time: 4677
stop time: 4802
elapsed time: 125

Block index: 3
kernel id: 46
SM id: 10
start time: 4677
stop time: 4809
elapsed time: 132

Block index: 4
kernel id: 46
SM id: 6
start time: 4677
stop time: 4812
elapsed time: 135

Block index: 5
kernel id: 46
SM id: 7
start time: 4677
stop time: 4801
elapsed time: 124

Block index: 6
kernel id: 46
SM id: 10
start time: 4677
stop time: 4806
elapsed time: 129

Block index: 7
kernel id: 46
SM id: 11
start time: 4677
stop time: 4807
elapsed time: 130

Block index: 8
kernel id: 46
SM id: 12
start time: 4677
stop time: 4806
elapsed time: 129

Block index: 9
kernel id: 46
SM id: 14
start time: 4677
stop time: 4808
elapsed time: 131

Block index: 10
kernel id: 46
SM id: 1
start time: 4677
stop time: 4809
elapsed time: 132

Block index: 11
kernel id: 46
SM id: 2
start time: 4677
stop time: 4806
elapsed time: 129

Block index: 12
kernel id: 46
SM id: 4
start time: 4677
stop time: 4807
elapsed time: 130

Block index: 13
kernel id: 46
SM id: 5
start time: 4677
stop time: 4803
elapsed time: 126

Block index: 14
kernel id: 46
SM id: 6
start time: 4677
stop time: 4805
elapsed time: 128

=========================================
Block index: 0
kernel id: 47
SM id: 11
start time: 4804
stop time: 4886
elapsed time: 82

Block index: 1
kernel id: 47
SM id: 11
start time: 4804
stop time: 4886
elapsed time: 82

Block index: 2
kernel id: 47
SM id: 12
start time: 4804
stop time: 4904
elapsed time: 100

Block index: 3
kernel id: 47
SM id: 13
start time: 4804
stop time: 4888
elapsed time: 84

Block index: 4
kernel id: 47
SM id: 7
start time: 4804
stop time: 4885
elapsed time: 81

Block index: 5
kernel id: 47
SM id: 14
start time: 4804
stop time: 4882
elapsed time: 78

Block index: 6
kernel id: 47
SM id: 1
start time: 4804
stop time: 4882
elapsed time: 78

Block index: 7
kernel id: 47
SM id: 0
start time: 4804
stop time: 4884
elapsed time: 80

Block index: 8
kernel id: 47
SM id: 5
start time: 4804
stop time: 4885
elapsed time: 81

Block index: 9
kernel id: 47
SM id: 8
start time: 4804
stop time: 4888
elapsed time: 84

Block index: 10
kernel id: 47
SM id: 2
start time: 4804
stop time: 4882
elapsed time: 78

Block index: 11
kernel id: 47
SM id: 1
start time: 4804
stop time: 4905
elapsed time: 101

Block index: 12
kernel id: 47
SM id: 1
start time: 4804
stop time: 4908
elapsed time: 104

Block index: 13
kernel id: 47
SM id: 0
start time: 4804
stop time: 4907
elapsed time: 103

Block index: 14
kernel id: 47
SM id: 3
start time: 4804
stop time: 4883
elapsed time: 79

=========================================
Block index: 0
kernel id: 48
SM id: 3
start time: 4677
stop time: 4810
elapsed time: 133

Block index: 1
kernel id: 48
SM id: 10
start time: 4677
stop time: 4811
elapsed time: 134

Block index: 2
kernel id: 48
SM id: 13
start time: 4677
stop time: 4811
elapsed time: 134

Block index: 3
kernel id: 48
SM id: 1
start time: 4677
stop time: 4809
elapsed time: 132

Block index: 4
kernel id: 48
SM id: 3
start time: 4677
stop time: 4803
elapsed time: 126

Block index: 5
kernel id: 48
SM id: 7
start time: 4677
stop time: 4808
elapsed time: 131

Block index: 6
kernel id: 48
SM id: 9
start time: 4677
stop time: 4811
elapsed time: 134

Block index: 7
kernel id: 48
SM id: 10
start time: 4677
stop time: 4809
elapsed time: 132

Block index: 8
kernel id: 48
SM id: 12
start time: 4677
stop time: 4803
elapsed time: 126

Block index: 9
kernel id: 48
SM id: 13
start time: 4677
stop time: 4813
elapsed time: 136

Block index: 10
kernel id: 48
SM id: 0
start time: 4677
stop time: 4810
elapsed time: 133

Block index: 11
kernel id: 48
SM id: 1
start time: 4677
stop time: 4808
elapsed time: 131

Block index: 12
kernel id: 48
SM id: 2
start time: 4677
stop time: 4809
elapsed time: 132

Block index: 13
kernel id: 48
SM id: 3
start time: 4677
stop time: 4810
elapsed time: 133

Block index: 14
kernel id: 48
SM id: 4
start time: 4677
stop time: 4802
elapsed time: 125

=========================================
Block index: 0
kernel id: 49
SM id: 2
start time: 4805
stop time: 4897
elapsed time: 92

Block index: 1
kernel id: 49
SM id: 6
start time: 4805
stop time: 4869
elapsed time: 64

Block index: 2
kernel id: 49
SM id: 10
start time: 4805
stop time: 4886
elapsed time: 81

Block index: 3
kernel id: 49
SM id: 5
start time: 4805
stop time: 4899
elapsed time: 94

Block index: 4
kernel id: 49
SM id: 8
start time: 4805
stop time: 4888
elapsed time: 83

Block index: 5
kernel id: 49
SM id: 12
start time: 4805
stop time: 4887
elapsed time: 82

Block index: 6
kernel id: 49
SM id: 5
start time: 4805
stop time: 4888
elapsed time: 83

Block index: 7
kernel id: 49
SM id: 13
start time: 4805
stop time: 4888
elapsed time: 83

Block index: 8
kernel id: 49
SM id: 3
start time: 4805
stop time: 4907
elapsed time: 102

Block index: 9
kernel id: 49
SM id: 6
start time: 4805
stop time: 4869
elapsed time: 64

Block index: 10
kernel id: 49
SM id: 5
start time: 4805
stop time: 4888
elapsed time: 83

Block index: 11
kernel id: 49
SM id: 1
start time: 4805
stop time: 4898
elapsed time: 93

Block index: 12
kernel id: 49
SM id: 14
start time: 4805
stop time: 4906
elapsed time: 101

Block index: 13
kernel id: 49
SM id: 10
start time: 4805
stop time: 4885
elapsed time: 80

Block index: 14
kernel id: 49
SM id: 3
start time: 4805
stop time: 4907
elapsed time: 102

=========================================
Block index: 0
kernel id: 50
SM id: 3
start time: 4677
stop time: 4808
elapsed time: 131

Block index: 1
kernel id: 50
SM id: 12
start time: 4677
stop time: 4805
elapsed time: 128

Block index: 2
kernel id: 50
SM id: 3
start time: 4677
stop time: 4806
elapsed time: 129

Block index: 3
kernel id: 50
SM id: 12
start time: 4677
stop time: 4810
elapsed time: 133

Block index: 4
kernel id: 50
SM id: 14
start time: 4677
stop time: 4808
elapsed time: 131

Block index: 5
kernel id: 50
SM id: 0
start time: 4677
stop time: 4809
elapsed time: 132

Block index: 6
kernel id: 50
SM id: 1
start time: 4677
stop time: 4811
elapsed time: 134

Block index: 7
kernel id: 50
SM id: 3
start time: 4677
stop time: 4809
elapsed time: 132

Block index: 8
kernel id: 50
SM id: 12
start time: 4677
stop time: 4808
elapsed time: 131

Block index: 9
kernel id: 50
SM id: 13
start time: 4677
stop time: 4811
elapsed time: 134

Block index: 10
kernel id: 50
SM id: 14
start time: 4677
stop time: 4808
elapsed time: 131

Block index: 11
kernel id: 50
SM id: 0
start time: 4677
stop time: 4808
elapsed time: 131

Block index: 12
kernel id: 50
SM id: 1
start time: 4677
stop time: 4801
elapsed time: 124

Block index: 13
kernel id: 50
SM id: 2
start time: 4677
stop time: 4802
elapsed time: 125

Block index: 14
kernel id: 50
SM id: 3
start time: 4677
stop time: 4810
elapsed time: 133

=========================================
Block index: 0
kernel id: 51
SM id: 14
start time: 4809
stop time: 4889
elapsed time: 80

Block index: 1
kernel id: 51
SM id: 14
start time: 4809
stop time: 4889
elapsed time: 80

Block index: 2
kernel id: 51
SM id: 1
start time: 4809
stop time: 4889
elapsed time: 80

Block index: 3
kernel id: 51
SM id: 2
start time: 4809
stop time: 4889
elapsed time: 80

Block index: 4
kernel id: 51
SM id: 14
start time: 4809
stop time: 4910
elapsed time: 101

Block index: 5
kernel id: 51
SM id: 0
start time: 4809
stop time: 4909
elapsed time: 100

Block index: 6
kernel id: 51
SM id: 1
start time: 4809
stop time: 4910
elapsed time: 101

Block index: 7
kernel id: 51
SM id: 2
start time: 4809
stop time: 4910
elapsed time: 101

Block index: 8
kernel id: 51
SM id: 14
start time: 4809
stop time: 4908
elapsed time: 99

Block index: 9
kernel id: 51
SM id: 0
start time: 4809
stop time: 4889
elapsed time: 80

Block index: 10
kernel id: 51
SM id: 1
start time: 4809
stop time: 4908
elapsed time: 99

Block index: 11
kernel id: 51
SM id: 2
start time: 4809
stop time: 4909
elapsed time: 100

Block index: 12
kernel id: 51
SM id: 4
start time: 4809
stop time: 4888
elapsed time: 79

Block index: 13
kernel id: 51
SM id: 14
start time: 4809
stop time: 4889
elapsed time: 80

Block index: 14
kernel id: 51
SM id: 0
start time: 4809
stop time: 4888
elapsed time: 79

=========================================
Block index: 0
kernel id: 52
SM id: 9
start time: 4677
stop time: 4803
elapsed time: 126

Block index: 1
kernel id: 52
SM id: 6
start time: 4677
stop time: 4802
elapsed time: 125

Block index: 2
kernel id: 52
SM id: 0
start time: 4677
stop time: 4806
elapsed time: 129

Block index: 3
kernel id: 52
SM id: 12
start time: 4677
stop time: 4807
elapsed time: 130

Block index: 4
kernel id: 52
SM id: 13
start time: 4677
stop time: 4805
elapsed time: 128

Block index: 5
kernel id: 52
SM id: 2
start time: 4678
stop time: 4808
elapsed time: 130

Block index: 6
kernel id: 52
SM id: 12
start time: 4678
stop time: 4810
elapsed time: 132

Block index: 7
kernel id: 52
SM id: 3
start time: 4678
stop time: 4804
elapsed time: 126

Block index: 8
kernel id: 52
SM id: 9
start time: 4678
stop time: 4810
elapsed time: 132

Block index: 9
kernel id: 52
SM id: 11
start time: 4678
stop time: 4808
elapsed time: 130

Block index: 10
kernel id: 52
SM id: 9
start time: 4678
stop time: 4800
elapsed time: 122

Block index: 11
kernel id: 52
SM id: 8
start time: 4678
stop time: 4809
elapsed time: 131

Block index: 12
kernel id: 52
SM id: 0
start time: 4678
stop time: 4808
elapsed time: 130

Block index: 13
kernel id: 52
SM id: 6
start time: 4678
stop time: 4805
elapsed time: 127

Block index: 14
kernel id: 52
SM id: 12
start time: 4678
stop time: 4800
elapsed time: 122

=========================================
Block index: 0
kernel id: 53
SM id: 2
start time: 4809
stop time: 4899
elapsed time: 90

Block index: 1
kernel id: 53
SM id: 1
start time: 4809
stop time: 4899
elapsed time: 90

Block index: 2
kernel id: 53
SM id: 2
start time: 4809
stop time: 4889
elapsed time: 80

Block index: 3
kernel id: 53
SM id: 4
start time: 4809
stop time: 4910
elapsed time: 101

Block index: 4
kernel id: 53
SM id: 9
start time: 4809
stop time: 4889
elapsed time: 80

Block index: 5
kernel id: 53
SM id: 10
start time: 4809
stop time: 4899
elapsed time: 90

Block index: 6
kernel id: 53
SM id: 11
start time: 4809
stop time: 4888
elapsed time: 79

Block index: 7
kernel id: 53
SM id: 14
start time: 4809
stop time: 4889
elapsed time: 80

Block index: 8
kernel id: 53
SM id: 0
start time: 4809
stop time: 4909
elapsed time: 100

Block index: 9
kernel id: 53
SM id: 1
start time: 4809
stop time: 4889
elapsed time: 80

Block index: 10
kernel id: 53
SM id: 2
start time: 4809
stop time: 4910
elapsed time: 101

Block index: 11
kernel id: 53
SM id: 3
start time: 4809
stop time: 4899
elapsed time: 90

Block index: 12
kernel id: 53
SM id: 4
start time: 4809
stop time: 4908
elapsed time: 99

Block index: 13
kernel id: 53
SM id: 9
start time: 4809
stop time: 4888
elapsed time: 79

Block index: 14
kernel id: 53
SM id: 10
start time: 4809
stop time: 4889
elapsed time: 80

=========================================
Block index: 0
kernel id: 54
SM id: 6
start time: 4797
stop time: 4868
elapsed time: 71

Block index: 1
kernel id: 54
SM id: 6
start time: 4799
stop time: 4868
elapsed time: 69

Block index: 2
kernel id: 54
SM id: 5
start time: 4799
stop time: 4896
elapsed time: 97

Block index: 3
kernel id: 54
SM id: 4
start time: 4799
stop time: 4901
elapsed time: 102

Block index: 4
kernel id: 54
SM id: 6
start time: 4799
stop time: 4868
elapsed time: 69

Block index: 5
kernel id: 54
SM id: 11
start time: 4799
stop time: 4884
elapsed time: 85

Block index: 6
kernel id: 54
SM id: 13
start time: 4799
stop time: 4886
elapsed time: 87

Block index: 7
kernel id: 54
SM id: 13
start time: 4800
stop time: 4886
elapsed time: 86

Block index: 8
kernel id: 54
SM id: 7
start time: 4800
stop time: 4886
elapsed time: 86

Block index: 9
kernel id: 54
SM id: 1
start time: 4800
stop time: 4903
elapsed time: 103

Block index: 10
kernel id: 54
SM id: 9
start time: 4800
stop time: 4885
elapsed time: 85

Block index: 11
kernel id: 54
SM id: 3
start time: 4800
stop time: 4904
elapsed time: 104

Block index: 12
kernel id: 54
SM id: 8
start time: 4800
stop time: 4886
elapsed time: 86

Block index: 13
kernel id: 54
SM id: 11
start time: 4800
stop time: 4884
elapsed time: 84

Block index: 14
kernel id: 54
SM id: 6
start time: 4800
stop time: 4866
elapsed time: 66

=========================================
Block index: 0
kernel id: 55
SM id: 3
start time: 4810
stop time: 4890
elapsed time: 80

Block index: 1
kernel id: 55
SM id: 3
start time: 4810
stop time: 4910
elapsed time: 100

Block index: 2
kernel id: 55
SM id: 3
start time: 4810
stop time: 4909
elapsed time: 99

Block index: 3
kernel id: 55
SM id: 3
start time: 4810
stop time: 4900
elapsed time: 90

Block index: 4
kernel id: 55
SM id: 11
start time: 4810
stop time: 4889
elapsed time: 79

Block index: 5
kernel id: 55
SM id: 0
start time: 4810
stop time: 4910
elapsed time: 100

Block index: 6
kernel id: 55
SM id: 3
start time: 4810
stop time: 4890
elapsed time: 80

Block index: 7
kernel id: 55
SM id: 4
start time: 4810
stop time: 4889
elapsed time: 79

Block index: 8
kernel id: 55
SM id: 9
start time: 4810
stop time: 4890
elapsed time: 80

Block index: 9
kernel id: 55
SM id: 10
start time: 4810
stop time: 4889
elapsed time: 79

Block index: 10
kernel id: 55
SM id: 11
start time: 4810
stop time: 4889
elapsed time: 79

Block index: 11
kernel id: 55
SM id: 12
start time: 4810
stop time: 4889
elapsed time: 79

Block index: 12
kernel id: 55
SM id: 14
start time: 4810
stop time: 4908
elapsed time: 98

Block index: 13
kernel id: 55
SM id: 0
start time: 4810
stop time: 4890
elapsed time: 80

Block index: 14
kernel id: 55
SM id: 1
start time: 4810
stop time: 4909
elapsed time: 99

=========================================
Block index: 0
kernel id: 56
SM id: 9
start time: 4802
stop time: 4883
elapsed time: 81

Block index: 1
kernel id: 56
SM id: 4
start time: 4802
stop time: 4902
elapsed time: 100

Block index: 2
kernel id: 56
SM id: 7
start time: 4802
stop time: 4884
elapsed time: 82

Block index: 3
kernel id: 56
SM id: 5
start time: 4802
stop time: 4887
elapsed time: 85

Block index: 4
kernel id: 56
SM id: 5
start time: 4802
stop time: 4887
elapsed time: 85

Block index: 5
kernel id: 56
SM id: 6
start time: 4802
stop time: 4869
elapsed time: 67

Block index: 6
kernel id: 56
SM id: 2
start time: 4802
stop time: 4904
elapsed time: 102

Block index: 7
kernel id: 56
SM id: 11
start time: 4802
stop time: 4884
elapsed time: 82

Block index: 8
kernel id: 56
SM id: 1
start time: 4802
stop time: 4895
elapsed time: 93

Block index: 9
kernel id: 56
SM id: 12
start time: 4802
stop time: 4906
elapsed time: 104

Block index: 10
kernel id: 56
SM id: 13
start time: 4802
stop time: 4887
elapsed time: 85

Block index: 11
kernel id: 56
SM id: 4
start time: 4802
stop time: 4884
elapsed time: 82

Block index: 12
kernel id: 56
SM id: 7
start time: 4802
stop time: 4888
elapsed time: 86

Block index: 13
kernel id: 56
SM id: 6
start time: 4802
stop time: 4867
elapsed time: 65

Block index: 14
kernel id: 56
SM id: 10
start time: 4802
stop time: 4884
elapsed time: 82

=========================================
Block index: 0
kernel id: 57
SM id: 12
start time: 4811
stop time: 4910
elapsed time: 99

Block index: 1
kernel id: 57
SM id: 12
start time: 4811
stop time: 4909
elapsed time: 98

Block index: 2
kernel id: 57
SM id: 12
start time: 4811
stop time: 4890
elapsed time: 79

Block index: 3
kernel id: 57
SM id: 0
start time: 4811
stop time: 4890
elapsed time: 79

Block index: 4
kernel id: 57
SM id: 4
start time: 4811
stop time: 4889
elapsed time: 78

Block index: 5
kernel id: 57
SM id: 7
start time: 4811
stop time: 4889
elapsed time: 78

Block index: 6
kernel id: 57
SM id: 9
start time: 4811
stop time: 4890
elapsed time: 79

Block index: 7
kernel id: 57
SM id: 11
start time: 4811
stop time: 4889
elapsed time: 78

Block index: 8
kernel id: 57
SM id: 12
start time: 4811
stop time: 4890
elapsed time: 79

Block index: 9
kernel id: 57
SM id: 0
start time: 4811
stop time: 4910
elapsed time: 99

Block index: 10
kernel id: 57
SM id: 2
start time: 4811
stop time: 4910
elapsed time: 99

Block index: 11
kernel id: 57
SM id: 3
start time: 4811
stop time: 4910
elapsed time: 99

Block index: 12
kernel id: 57
SM id: 4
start time: 4811
stop time: 4909
elapsed time: 98

Block index: 13
kernel id: 57
SM id: 7
start time: 4811
stop time: 4889
elapsed time: 78

Block index: 14
kernel id: 57
SM id: 9
start time: 4811
stop time: 4890
elapsed time: 79

=========================================
Block index: 0
kernel id: 58
SM id: 9
start time: 4803
stop time: 4887
elapsed time: 84

Block index: 1
kernel id: 58
SM id: 14
start time: 4803
stop time: 4908
elapsed time: 105

Block index: 2
kernel id: 58
SM id: 4
start time: 4803
stop time: 4881
elapsed time: 78

Block index: 3
kernel id: 58
SM id: 5
start time: 4803
stop time: 4887
elapsed time: 84

Block index: 4
kernel id: 58
SM id: 8
start time: 4803
stop time: 4887
elapsed time: 84

Block index: 5
kernel id: 58
SM id: 13
start time: 4803
stop time: 4887
elapsed time: 84

Block index: 6
kernel id: 58
SM id: 4
start time: 4803
stop time: 4907
elapsed time: 104

Block index: 7
kernel id: 58
SM id: 0
start time: 4803
stop time: 4884
elapsed time: 81

Block index: 8
kernel id: 58
SM id: 12
start time: 4803
stop time: 4882
elapsed time: 79

Block index: 9
kernel id: 58
SM id: 7
start time: 4803
stop time: 4885
elapsed time: 82

Block index: 10
kernel id: 58
SM id: 5
start time: 4803
stop time: 4888
elapsed time: 85

Block index: 11
kernel id: 58
SM id: 13
start time: 4803
stop time: 4887
elapsed time: 84

Block index: 12
kernel id: 58
SM id: 2
start time: 4803
stop time: 4897
elapsed time: 94

Block index: 13
kernel id: 58
SM id: 12
start time: 4804
stop time: 4907
elapsed time: 103

Block index: 14
kernel id: 58
SM id: 8
start time: 4804
stop time: 4888
elapsed time: 84

=========================================
Block index: 0
kernel id: 59
SM id: 10
start time: 4804
stop time: 4897
elapsed time: 93

Block index: 1
